EXP_ID	FILES_KEY	CLASS	NUCL.dna.AREA	NUCL.dna.INT_MEAN	NUCL.dna.INT_STDEV	NUCL.dna.INT_MEDIAN	NUCL.dna.FERET	NUCL.dna.INT_DENSITY	NUCL.dna.RND	NUCL.dna.ASPECTRATIO	NUCL.dna.X	NUCL.dna.Y	VORO.dna.AREA	VORO.dna.INT_MEAN	VORO.dna.INT_STDEV	VORO.dna.INT_MEDIAN	VORO.dna.FERET	VORO.dna.INT_DENSITY	VORO.dna.RND	VORO.dna.ASPECTRATIO	VORO.dna.X	VORO.dna.Y	CYTO.dna.INT_MEAN	CYTO.dna.FERET	CYTO.dna.AREA	NUCL.protein3.AREA	NUCL.protein3.INT_MEAN	NUCL.protein3.INT_STDEV	NUCL.protein3.INT_MEDIAN	NUCL.protein3.FERET	NUCL.protein3.INT_DENSITY	NUCL.protein3.RND	NUCL.protein3.ASPECTRATIO	NUCL.protein3.X	NUCL.protein3.Y	VORO.protein3.AREA	VORO.protein3.INT_MEAN	VORONOI.protein3.INT_STDEV	VORONOI.protein3.INT_MEDIAN	VORONOI.protein3.FERET	VORONOI.protein3.INT_DEN	VORONOI.protein3.ROUND	VORONOI.protein3.AR	VORONOI.protein3.CENTRE_X	VORONOI.protein3.CENTRE_Y	CYTO.protein3.INT_MEDIAN_VOROONLY	CYTO.protein3.FERET	CYTO.protein3.AREA
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1753	2016.8534	365.6598	1986	65.2993	3535544	0.52	1.923	1333.1184	690.7436	6356	825.8892	808.7007	355	105.4372	5249352	0.8113	1.2326	1324.9884	697.5952	256	105.4372	4608	1753	374.1626	89.7087	367	65.2993	655907	0.52	1.923	1333.1184	690.7436	6356	409.5559	137.5498	396	105.4372	2603137	0.8113	1.2326	1324.9884	697.5952	403	105.4372	4608
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1301	2473.3828	675.664	2485	47.4342	3217871	0.8085	1.2369	1350.6122	810.4869	4423	924.1289	1108.4303	197	137.7861	4087422	0.3201	3.1243	1350.2719	813.9895	170	137.7861	3138	1301	462.5357	105.0843	453	47.4342	601759	0.8085	1.2369	1350.6122	810.4869	4423	370.2478	116.7859	357	137.7861	1637606	0.3201	3.1243	1350.2719	813.9895	315	137.7861	3138
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	2301	2450.6184	405.8458	2426	59.6657	5638873	0.8339	1.1992	1159.9007	1038.5156	7067	1016.4643	1068.7686	275	108.7842	7183353	0.9611	1.0405	1165.4796	1046.1621	212	108.7842	4771	2301	634.3129	135.4694	638	59.6657	1459554	0.8339	1.1992	1159.9007	1038.5156	7067	463.1987	162.3781	424	108.7842	3273425	0.9611	1.0405	1165.4796	1046.1621	361	108.7842	4771
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1299	2101.0585	391.3312	2060	43.4166	2729275	0.913	1.0953	1090.577	1036.0527	4478	833.1242	891.1449	234	102.9563	3730730	0.683	1.4641	1092.5853	1043.1492	194	102.9563	3186	1299	445.1724	92.3995	440	43.4166	578279	0.913	1.0953	1090.577	1036.0527	4478	354.7287	104.479	346	102.9563	1588475	0.683	1.4641	1092.5853	1043.1492	308	102.9563	3186
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1706	2384.3564	366.7993	2383	53.4603	4067712	0.8374	1.1941	363.3605	139.6419	8834	691.8893	907.9883	192	134.3317	6112150	0.7666	1.3044	369.4776	153.3978	569	134.3317	937	1706	159.371	57.1516	154	53.4603	271887	0.8374	1.1941	363.3605	139.6419	8834	82.6538	58.3415	71	134.3317	730164	0.7666	1.3044	369.4776	153.3978	70	134.3317	5331
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1834	3941.8239	268.3115	4095	58.0517	7229305	0.7098	1.4088	461.7879	253.7928	6618	1382.2543	1678.822	246	118.7013	9147759	0.6553	1.5261	454.8095	243.12	205	118.7013	4791	1834	205.9504	72.6561	198	58.0517	377713	0.7098	1.4088	461.7879	253.7928	6618	134.0216	74.7853	121	118.7013	886955	0.6553	1.5261	454.8095	243.12	99	118.7013	4681
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1124	3513.5907	488.3642	3573	46.0977	3949276	0.7333	1.3636	562.7482	251.2429	4442	1206.81	1457.5688	259	100.6876	5360650	0.6345	1.5761	563.7022	246.3953	218	100.6876	3327	1124	179.1779	74.2193	168	46.0977	201396	0.7333	1.3636	562.7482	251.2429	4442	129.0783	70.6411	119	100.6876	573366	0.6345	1.5761	563.7022	246.3953	103	100.6876	3189
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1149	3409.1523	494.0383	3410	41.7852	3917116	0.8827	1.1329	630.9491	276.7454	6363	870.1803	1277.8499	190	110.3902	5536957	0.7876	1.2697	637.6589	285.6949	507	110.3902	907	1149	228.819	85.8558	220	41.7852	262913	0.8827	1.1329	630.9491	276.7454	6363	98.287	83.5748	74	110.3902	625400	0.7876	1.2697	637.6589	285.6949	72	110.3902	4019
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1627	2454.8556	477.1625	2452	51.6624	3994050	0.8096	1.2352	682.275	377.6291	8304	692.53	956.3844	179	147.489	5750769	0.528	1.894	672.7754	384.6555	473	147.489	744	1627	202.0498	78.6167	193	51.6624	328735	0.8096	1.2352	682.275	377.6291	8304	99.7959	75.8204	81	147.489	828705	0.528	1.894	672.7754	384.6555	76	147.489	5437
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1334	3041.7721	739.0816	3110	49.4975	4057724	0.7016	1.4254	721.515	369.7474	4804	1092.4047	1337.9352	218	151.0298	5247912	0.2962	3.3763	721.0339	370.4315	181	151.0298	3481	1334	233.7264	85.2429	224	49.4975	311791	0.7016	1.4254	721.515	369.7474	4804	132.8135	90.6157	115	151.0298	638036	0.2962	3.3763	721.0339	370.4315	95	151.0298	3053
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1081	3439.1045	533.3284	3459	39.9625	3717672	0.901	1.1099	780.1031	404.5379	5942	881.4106	1302.3117	183	106.8316	5237342	0.8179	1.2226	771.0118	426.3857	513	106.8316	777	1081	276.7632	82.5662	272	39.9625	299181	0.901	1.1099	780.1031	404.5379	5942	119.8795	97.9801	90	106.8316	712324	0.8179	1.2226	771.0118	426.3857	83	106.8316	4027
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1869	2604.4607	542.2298	2600	51.225	4867737	0.9461	1.057	752.5696	539.9981	6396	1002.9725	1150.1259	218	116.056	6415012	0.6824	1.4654	754.111	520.4934	183	116.056	4536	1869	224.4719	88.9079	211	51.225	419538	0.9461	1.057	752.5696	539.9981	6396	149.3818	86.0946	135	116.056	955446	0.6824	1.4654	754.111	520.4934	111	116.056	4308
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1193	2979.5775	502.5868	2963	44.3847	3554636	0.8045	1.2429	691.9459	526.8596	8374	654.8331	1038.1347	178	132.4575	5483572	0.6657	1.5022	684.5344	514.8415	451	132.4575	759	1193	285.6169	92.0355	274	44.3847	340741	0.8045	1.2429	691.9459	526.8596	8374	128.3011	90.8152	105	132.4575	1074393	0.6657	1.5022	684.5344	514.8415	94	132.4575	6873
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1045	3453.8689	548.5233	3532	41.1947	3609293	0.9036	1.1067	862.2732	488.9976	4781	1019.5361	1397.0119	195	96.3379	4874402	0.9523	1.0501	866.7974	472.9208	530	96.3379	501	1045	278.466	91.8617	267	41.1947	290997	0.9036	1.1067	862.2732	488.9976	4781	134.1215	100.3896	108	96.3379	641235	0.9523	1.0501	866.7974	472.9208	93	96.3379	3359
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1246	2915.5241	546.0507	2899	46.1736	3632743	0.7788	1.284	907.0554	529.634	5381	933.1773	1203.1212	203	99.0051	5021427	0.9424	1.0611	901.804	545.2131	180	99.0051	4141	1246	241.4414	91.8255	234	46.1736	300836	0.7788	1.284	907.0554	529.634	5381	124.7045	90.1074	102	99.0051	671035	0.9424	1.0611	901.804	545.2131	83	99.0051	3870
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1570	2179.3217	415.114	2146	56.0357	3421535	0.6323	1.5816	981.1242	636.0656	7765	670.7146	864.0606	187	121.6429	5208099	0.8227	1.2155	991.8059	629.2265	465	121.6429	763	1570	203.4732	72.3368	195	56.0357	319453	0.6323	1.5816	981.1242	636.0656	7765	121.4272	70.7839	108	121.6429	942882	0.8227	1.2155	991.8059	629.2265	94	121.6429	6007
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	2205	3227.6122	539.8297	3214	60.4152	7116885	0.8555	1.1689	940.12	689.5227	5148	1645.7108	1498.7923	740	109.4806	8472119	0.6871	1.4555	941.7277	686.8574	210	109.4806	2945	2205	240.5488	69.9219	235	60.4152	530410	0.8555	1.1689	940.12	689.5227	5148	189.9767	78.7928	183	109.4806	978000	0.6871	1.4555	941.7277	686.8574	147	109.4806	2883
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	805	3162.6112	459.5504	3135	37.6962	2545902	0.78	1.2821	916.4466	969.6826	2922	1220.6622	1323.8573	284	71.8679	3566775	0.8389	1.192	914.0767	967.5195	219	71.8679	2126	805	209.0758	50.1932	206	37.6962	168306	0.78	1.2821	916.4466	969.6826	2922	206.2916	61.2852	199	71.8679	602784	0.8389	1.192	914.0767	967.5195	193	71.8679	2126
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1037	2459.4542	295.7894	2424	40.5216	2550454	0.8431	1.1861	968.1114	1094.9754	4556	836.5252	965.8204	221	93.1933	3811209	0.801	1.2485	972.7511	1098.9721	198	93.1933	3523	1037	135.6615	37.6578	133	40.5216	140681	0.8431	1.1861	968.1114	1094.9754	4556	177.5779	56.5789	172	93.1933	809045	0.801	1.2485	972.7511	1098.9721	185	93.1933	3523
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1888	3457.6679	661.9244	3668	55.0727	6528077	0.8365	1.1955	895.5159	1388.0307	4071	1875.1842	1576.6028	1415	99.3227	7633875	0.7245	1.3803	895.0038	1388.812	274	99.3227	2192	1888	133.313	36.8822	131	55.0727	251695	0.8365	1.1955	895.5159	1388.0307	4071	156.1945	52.7726	149	99.3227	635868	0.7245	1.3803	895.0038	1388.812	157	99.3227	2192
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1166	2643.542	327.3288	2684	41.0488	3082370	0.9296	1.0757	1196.8525	1401.1852	3436	1241.0495	1083.3082	674	78.3135	4264246	0.8227	1.2156	1197.1208	1405.3292	302	78.3135	2277	1166	145.0892	38.517	143	41.0488	169174	0.9296	1.0757	1196.8525	1401.1852	3436	191.2861	56.7291	191	78.3135	657259	0.8227	1.2156	1197.1208	1405.3292	214	78.3135	2277
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	792	2927.0896	462.3392	2939	35.2278	2318255	0.8481	1.1791	1254.5808	1018.9886	3294	1024.9135	1209.3354	222	82.8734	3376065	0.7481	1.3367	1255.5795	1023.4803	194	82.8734	2511	792	259.8068	73.382	254	35.2278	205767	0.8481	1.1791	1254.5808	1018.9886	3294	163.0213	77.2648	149	82.8734	536992	0.7481	1.3367	1255.5795	1023.4803	134	82.8734	2502
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1316	3485.8594	879.7334	4095	51.8941	4587391	0.6777	1.4755	1001.3321	1371.5973	4531	1331.1404	1498.1187	448	97.6166	6031397	0.8003	1.2495	1005.3702	1371.7999	244	97.6166	3223	1316	366.0585	60.1466	365	51.8941	481733	0.6777	1.4755	1001.3321	1371.5973	4531	261.2125	118.5593	272	97.6166	1183554	0.8003	1.2495	1005.3702	1371.7999	202	97.6166	3212
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1167	2810.9254	438.1887	2864	42.0119	3280350	0.9018	1.1089	1027.5223	1567.4906	3398	1278.2613	1192.6533	576	79.6241	4343532	0.7925	1.2618	1025.518	1569.8275	254	79.6241	2242	1167	92.8877	28.5197	91	42.0119	108400	0.9018	1.1089	1027.5223	1567.4906	3398	120.5291	46.2889	114	79.6241	409558	0.7925	1.2618	1025.518	1569.8275	129	79.6241	2235
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	941	3072.5749	667.5366	3230	39.4462	2891293	0.8355	1.1969	588.1206	1450.0802	2411	1625.6221	1335.1145	1259	80.2309	3919375	0.5758	1.7366	583.8161	1456.6406	355	80.2309	1480	941	185.322	68.3273	175	39.4462	174388	0.8355	1.1969	588.1206	1450.0802	2411	238.8544	77.9529	242	80.2309	575878	0.5758	1.7366	583.8161	1456.6406	269	80.2309	1480
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	860	3371.5919	777.1648	3664	36.1386	2899569	0.8992	1.1121	616.0337	1291.2326	2614	1486.438	1444.9088	667	78.5684	3885549	0.5893	1.6969	610.6343	1290.9985	344	78.5684	1758	860	201.2965	41.8204	195	36.1386	173115	0.8992	1.1121	616.0337	1291.2326	2614	257.7575	71.7446	249	78.5684	673778	0.5893	1.6969	610.6343	1290.9985	272	78.5684	1758
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1391	1861.6262	286.8248	1900	49.98	2589522	0.7746	1.291	669.3677	1152.2836	3782	983.6219	785.0158	713	81.4371	3720058	0.902	1.1087	679.3726	1157.5735	225	81.4371	2402	1391	116.3602	42.845	112	49.98	161857	0.7746	1.291	669.3677	1152.2836	3782	148.179	52.0447	146	81.4371	560413	0.902	1.1087	679.3726	1157.5735	161	81.4371	2402
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1409	1744.0816	325.5897	1737	47.0106	2457411	0.847	1.1806	457.6136	968.5972	7412	544.99	668.232	172	126.8227	4039466	0.7089	1.4107	452.4335	982.2488	615	126.8227	762	1409	207.1199	53.1784	203	47.0106	291832	0.847	1.1806	457.6136	968.5972	7412	132.9029	59.2127	126	126.8227	985076	0.7089	1.4107	452.4335	982.2488	112	126.8227	5974
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1305	2164.0414	241.5773	2168	50.2494	2824074	0.6743	1.4831	405.2149	1385.4479	4767	889.5804	858.5551	292	97.1236	4240630	0.6669	1.4995	409.3966	1388.4304	223	97.1236	3466	1305	121.2989	31.0891	121	50.2494	158295	0.6743	1.4831	405.2149	1385.4479	4767	170.4072	54.9071	164	97.1236	812331	0.6669	1.4995	409.3966	1388.4304	177	97.1236	3466
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1139	3104.036	773.7328	3317	43.0116	3535497	0.8383	1.1928	1313.7888	1649.0926	2840	1595.9521	1373.4597	1018	77.9872	4532504	0.6185	1.6169	1314.9271	1651.0261	356	77.9872	1711	1139	164.2757	38.7435	160	43.0116	187110	0.8383	1.1928	1313.7888	1649.0926	2840	186.0085	46.3621	182	77.9872	528264	0.6185	1.6169	1314.9271	1651.0261	194	77.9872	1711
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	974	3918.5924	402.438	4095	42.0595	3816709	0.8087	1.2365	1396.8583	216.653	3123	1610.9814	1668.3876	446	79.0759	5031095	0.781	1.2804	1394.9528	219.8714	284	79.0759	2158	974	226.8203	74.8084	221	42.0595	220923	0.8087	1.2365	1396.8583	216.653	3123	177.7208	70.0002	166	79.0759	555022	0.781	1.2804	1394.9528	219.8714	148	79.0759	2158
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1982	1861.83	276.9925	1911	62.8013	3690147	0.7195	1.3899	947.1736	1773.6049	3244	1450.6168	613.2055	1674	87.7097	4705801	0.6945	1.4399	944.9414	1772.18	751	87.7097	1272	1982	199.1493	42.5251	197	62.8013	394714	0.7195	1.3899	947.1736	1773.6049	3244	212.1538	46.7739	210	87.7097	688227	0.6945	1.4399	944.9414	1772.18	224	87.7097	1272
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1172	2963.9727	579.5295	3106	44.0454	3473776	0.7889	1.2676	809.1766	1747.1092	3736	1267.0048	1252.7966	438	83.9524	4733530	0.7804	1.2813	817.7283	1748.7401	285	83.9524	2569	1172	149.3737	41.1868	146	44.0454	175066	0.7889	1.2676	809.1766	1747.1092	3736	169.5335	55.7585	161	83.9524	633377	0.7804	1.2813	817.7283	1748.7401	161	83.9524	2569
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1259	2716.3288	534.0666	2859	43.4626	3419858	0.8947	1.1176	688.6565	1725.4349	4133	1158.0881	1120.1809	490	90.3549	4786378	0.8177	1.2229	684.2176	1723.2878	266	90.3549	2882	1259	112.3781	49.9029	104	43.4626	141484	0.8947	1.1176	688.6565	1725.4349	4133	203.638	87.658	206	90.3549	841636	0.8177	1.2229	684.2176	1723.2878	238	90.3549	2882
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1348	2625.4473	612.2109	2797	50.1199	3539103	0.7003	1.428	453.0148	1746.6113	3325	1410.1525	1119.0391	1042	84.7231	4688757	0.7862	1.2719	445.1797	1748.4371	386	84.7231	1985	1348	121.4347	40.4185	118	50.1199	163694	0.7003	1.428	453.0148	1746.6113	3325	164.5008	53.2194	167	84.7231	546965	0.7862	1.2719	445.1797	1748.4371	193	84.7231	1985
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	2201	3472.9005	826.1362	4095	60.4152	7643854	0.848	1.1792	1251.1315	1899.4637	5352	1710.9088	1589.6025	802	96.2081	9156784	0.8405	1.1898	1260.2184	1901.3589	314	96.2081	3159	2201	140.7083	55.1569	131	60.4152	309699	0.848	1.1792	1251.1315	1899.4637	5352	199.8083	70.665	208	96.2081	1069374	0.8405	1.1898	1260.2184	1901.3589	236	96.2081	3159
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1159	2327.4254	303.925	2333	47.7598	2697486	0.6687	1.4955	1049.5233	1198.7968	3460	1098.4327	981.7164	487	79.0759	3800577	0.8522	1.1734	1048.1497	1203.4899	236	79.0759	2308	1159	139.4487	40.4835	136	47.7598	161621	0.6687	1.4955	1049.5233	1198.7968	3460	181.3382	65.9303	178	79.0759	627430	0.8522	1.1734	1048.1497	1203.4899	206	79.0759	2308
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1443	2064.2703	322.8751	2078	49.7393	2978742	0.765	1.3073	615.0322	819.2782	5285	818.0036	852.206	233	93.0376	4323149	0.8836	1.1317	610.5023	809.9903	204	93.0376	3846	1443	209.0942	55.2445	205	49.7393	301723	0.765	1.3073	615.0322	819.2782	5285	214.5763	73.2165	210	93.0376	1134036	0.8836	1.1317	610.5023	809.9903	212	93.0376	3846
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1118	2546.9714	418.4056	2541	48.2597	2847514	0.6428	1.5557	560.1261	866.4848	3260	1178.0975	1109.1659	389	92.6553	3840598	0.6551	1.5266	557.5936	863.1739	217	92.6553	2150	1118	179.3524	47.8396	174	48.2597	200516	0.6428	1.5557	560.1261	866.4848	3260	182.0245	52.5743	178	92.6553	593400	0.6551	1.5266	557.5936	863.1739	177	92.6553	2150
