EXP_ID	FILES_KEY	CLASS	NUCL.dna.AREA	NUCL.dna.INT_MEAN	NUCL.dna.INT_STDEV	NUCL.dna.INT_MEDIAN	NUCL.dna.FERET	NUCL.dna.INT_DENSITY	NUCL.dna.RND	NUCL.dna.ASPECTRATIO	NUCL.dna.X	NUCL.dna.Y	VORO.dna.AREA	VORO.dna.INT_MEAN	VORO.dna.INT_STDEV	VORO.dna.INT_MEDIAN	VORO.dna.FERET	VORO.dna.INT_DENSITY	VORO.dna.RND	VORO.dna.ASPECTRATIO	VORO.dna.X	VORO.dna.Y	CYTO.dna.INT_MEAN	CYTO.dna.FERET	CYTO.dna.AREA	NUCL.protein3.AREA	NUCL.protein3.INT_MEAN	NUCL.protein3.INT_STDEV	NUCL.protein3.INT_MEDIAN	NUCL.protein3.FERET	NUCL.protein3.INT_DENSITY	NUCL.protein3.RND	NUCL.protein3.ASPECTRATIO	NUCL.protein3.X	NUCL.protein3.Y	VORO.protein3.AREA	VORO.protein3.INT_MEAN	VORONOI.protein3.INT_STDEV	VORONOI.protein3.INT_MEDIAN	VORONOI.protein3.FERET	VORONOI.protein3.INT_DEN	VORONOI.protein3.ROUND	VORONOI.protein3.AR	VORONOI.protein3.CENTRE_X	VORONOI.protein3.CENTRE_Y	CYTO.protein3.INT_MEDIAN_VOROONLY	CYTO.protein3.FERET	CYTO.protein3.AREA
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1837	2431.9423	449.9739	2380	60.4401	4467478	0.6274	1.5938	1958.359	1572.0444	11123	595.2774	867.5178	178	182.1565	6621270	0.5615	1.7809	1970.4751	1531.2648	258	182.1565	2696	1837	133.2651	58.151	119	60.4401	244808	0.6274	1.5938	1958.359	1572.0444	11123	121.6967	115.9212	107	182.1565	1353632	0.5615	1.7809	1970.4751	1531.2648	223	182.1565	4699
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2101	3158.9338	531.6248	3169	54.6443	6636920	0.9369	1.0674	916.7518	176.6771	11286	785.7261	1192.7953	171	135.1185	8867705	0.8925	1.1205	917.2509	174.9044	432	135.1185	1115	2101	347.555	95.4271	343	54.6443	730213	0.9369	1.0674	916.7518	176.6771	11286	163.6319	111.2723	130	135.1185	1846750	0.8925	1.1205	917.2509	174.9044	113	135.1185	9061
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2531	2546.0541	381.5634	2540	70.7743	6444063	0.6368	1.5703	974.4731	273.7699	12843	686.2344	971.2634	166	154.4668	8813308	0.7818	1.2791	976.4509	279.795	457	154.4668	1061	2531	254.9399	75.3717	249	70.7743	645253	0.6368	1.5703	974.4731	273.7699	12843	141.7093	84.0898	124	154.4668	1819973	0.7818	1.2791	976.4509	279.795	110	154.4668	10158
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1742	3013.4294	545.8528	2994	56.648	5249394	0.7026	1.4233	795.3886	337.1613	8201	857.272	1201.2483	183	142.4675	7030488	0.5292	1.8896	796.0649	330.9636	436	142.4675	838	1742	324.4018	93.1875	319	56.648	565108	0.7026	1.4233	795.3886	337.1613	8201	202.4877	105.4141	190	142.4675	1660602	0.5292	1.8896	796.0649	330.9636	170	142.4675	6339
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1353	2930.3673	502.9775	2910	57.2451	3964787	0.5221	1.9153	876.1164	418.2613	5005	1045.9616	1250.9337	212	133.5552	5235038	0.5228	1.9129	881.1907	414.5735	177	133.5552	3659	1353	268.6541	84.6223	259	57.2451	363489	0.5221	1.9153	876.1164	418.2613	5005	187.6264	113.0167	165	133.5552	939070	0.5228	1.9129	881.1907	414.5735	138	133.5552	3659
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2756	3169.8062	582.5223	3162	72.1249	8735986	0.6825	1.4652	1078.8665	355.7431	17431	670.245	1135.2268	151	182.4829	11683041	0.6668	1.4997	1062.0753	369.4352	387	182.4829	1219	2756	310.7972	89.8497	306	72.1249	856557	0.6825	1.4652	1078.8665	355.7431	17431	120.157	100.6884	87	182.4829	2094457	0.6668	1.4997	1062.0753	369.4352	176	182.4829	373
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2443	3211.9333	609.5157	3203	71.8401	7846753	0.623	1.6051	1130.4902	507.7534	12349	820.1558	1255.2265	160	167.0269	10128104	0.6367	1.5707	1120.3129	504.4782	402	167.0269	922	2443	309.3115	86.5758	304	71.8401	755648	0.623	1.6051	1130.4902	507.7534	12349	162.8853	98.7357	139	167.0269	2011471	0.6367	1.5707	1120.3129	504.4782	121	167.0269	9883
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1724	2217.4959	484.7954	2174	49.4773	3822963	0.9508	1.0517	1037.3997	541.6514	11879	495.1266	771.0453	151	169.8117	5881609	0.6505	1.5372	1037.6615	528.4911	357	169.8117	841	1724	419.0116	111.223	406	49.4773	722376	0.9508	1.0517	1037.3997	541.6514	11879	185.1209	130.0834	149	169.8117	2199051	0.6505	1.5372	1037.6615	528.4911	135	169.8117	10095
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1628	2191.1486	423.2315	2155	54.1295	3567190	0.7379	1.3552	1038.4674	637.5147	12107	464.4772	739.6199	144	154.7773	5623425	0.6432	1.5548	1040.8773	637.1505	372	154.7773	757	1628	437.1345	106.1542	433	54.1295	711655	0.7379	1.3552	1038.4674	637.5147	12107	173.7732	131.621	133	154.7773	2103872	0.6432	1.5548	1040.8773	637.1505	121	154.7773	10465
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1774	1928.8963	380.1009	1903	55.7315	3421862	0.7519	1.3299	1156.3918	704.1956	9281	546.6485	744.0908	151	133.9589	5073445	0.8795	1.137	1162.4126	686.7509	347	133.9589	759	1774	265.1883	97.7039	255	55.7315	470444	0.7519	1.3299	1156.3918	704.1956	9281	150.7916	89.412	135	133.9589	1399497	0.8795	1.137	1162.4126	686.7509	120	133.9589	7249
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1338	2492.3221	487.2162	2452	53.2353	3334727	0.5933	1.6855	949.7302	746.923	8629	570.7168	890.5664	148	144.0139	4924715	0.6162	1.623	952.8632	744.6981	349	144.0139	706	1338	460.3984	86.9031	455	53.2353	616013	0.5933	1.6855	949.7302	746.923	8629	198.9743	138.9548	154	144.0139	1716949	0.6162	1.623	952.8632	744.6981	133	144.0139	7267
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1843	3439.0277	450.0674	3434	58.2495	6338128	0.7129	1.4027	1330.9384	718.4409	15310	587.4195	1105.083	139	159.2482	8993393	0.9232	1.0832	1324.3109	698.8645	385	159.2482	890	1843	457.4493	100.0748	452	58.2495	843079	0.7129	1.4027	1330.9384	718.4409	15310	142.2931	140.9955	100	159.2482	2178507	0.9232	1.0832	1324.3109	698.8645	102	159.2482	10602
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1426	1785.6851	336.3037	1751	52.0096	2546387	0.6802	1.4702	1170.8738	1010.8093	11161	385.3377	589.7496	129	182.7184	4300754	0.3854	2.5947	1168.9172	1044.2079	433	182.7184	676	1426	327.1101	77.4227	329	52.0096	466459	0.6802	1.4702	1170.8738	1010.8093	11161	107.3957	119.2294	71	182.7184	1198643	0.3854	2.5947	1168.9172	1044.2079	142	182.7184	4629
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1436	2390.2716	518.4424	2448	55.6058	3432430	0.5608	1.7833	1261.1448	1585.64	10214	587.1736	787.3851	221	201.0895	5997391	0.4356	2.2957	1287.4752	1579.2079	406	201.0895	3488	1436	367.7082	169.136	322	55.6058	528029	0.5608	1.7833	1261.1448	1585.64	10214	555.8651	319.8345	442	201.0895	5677606	0.4356	2.2957	1287.4752	1579.2079	449	201.0895	8788
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1810	1927.195	260.527	1946	58.5491	3488223	0.6883	1.4529	1104.1381	1670.3812	7230	709.3718	755.4618	244	121.6306	5128758	0.9171	1.0904	1122.166	1672.4891	207	121.6306	5429	1810	312.689	55.2303	313	58.5491	565967	0.6883	1.4529	1104.1381	1670.3812	7230	316.1224	66.2226	316	121.6306	2285565	0.9171	1.0904	1122.166	1672.4891	315	121.6306	5429
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1280	2579.8102	382.9431	2563	47.1699	3302157	0.7529	1.3283	1086.1891	1472.0703	4304	1029.1691	1078.6244	276	96.7988	4429544	0.8281	1.2076	1090.4677	1479.2614	214	96.7988	3028	1280	442.8367	62.792	445	47.1699	566831	0.7529	1.3283	1086.1891	1472.0703	4304	366.7711	77.5745	359	96.7988	1578583	0.8281	1.2076	1090.4677	1479.2614	330	96.7988	3028
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1431	2147.0978	369.5826	2126	52.6308	3072497	0.682	1.4662	1076.3267	1348.6195	6331	705.2143	843.674	200	125.1599	4464712	0.7024	1.4237	1068.1317	1344.4259	172	125.1599	4905	1431	490.8609	80.7276	490	52.6308	702422	0.682	1.4662	1076.3267	1348.6195	6331	361.6358	112.4188	361	125.1599	2289516	0.7024	1.4237	1068.1317	1344.4259	333	125.1599	4905
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2674	3104.4791	467.7463	3087	67.2681	8301377	0.7507	1.3321	1297.8489	380.7693	16369	686.9835	1120.093	158	167.4425	11245233	0.8922	1.1208	1305.2533	384.842	354	167.4425	1262	2674	472.8078	123.6451	472	67.2681	1264288	0.7507	1.3321	1297.8489	380.7693	16369	187.2056	150.5064	134	167.4425	3064368	0.8922	1.1208	1305.2533	384.842	115	167.4425	13690
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1762	2479.6436	528.977	2456	56.5685	4369132	0.7219	1.3853	1317.8331	226.7815	11474	566.9847	875.4563	160	145.2309	6505582	0.7821	1.2786	1307.9217	225.8225	404	145.2309	1112	1762	445.7026	129.5298	436	56.5685	785328	0.7219	1.3853	1317.8331	226.7815	11474	165.5533	143.9982	115	145.2309	1899558	0.7821	1.2786	1307.9217	225.8225	102	145.2309	9575
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1724	2512.3846	404.2136	2485	59.0339	4331351	0.6221	1.6075	1460.7413	226.9188	7813	774.8678	1000.5687	186	115.1217	6054042	0.9558	1.0463	1467.6741	234.0964	458	115.1217	828	1724	308.529	81.8717	301	59.0339	531904	0.6221	1.6075	1460.7413	226.9188	7813	186.8492	95.5685	168	115.1217	1459853	0.9558	1.0463	1467.6741	234.0964	147	115.1217	6049
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2051	2967.0653	373.2585	2960	59.7746	6085451	0.7556	1.3235	1111.9569	846.5429	6576	1145.2438	1304.0838	201	110.5351	7531123	0.8529	1.1725	1102.1633	841.6726	168	110.5351	4528	2051	406.6943	92.2635	402	59.7746	834130	0.7556	1.3235	1111.9569	846.5429	6576	269.4033	121.0564	243	110.5351	1771596	0.8529	1.1725	1102.1633	841.6726	198	110.5351	4528
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1867	1425.9266	264.2457	1419	61.8547	2662205	0.6196	1.6139	944.1443	1161.7919	13824	353.2246	481.6781	133	173.0462	4882977	0.7087	1.4109	945.2836	1136.0854	561	173.0462	991	1867	380.4381	75.6137	382	61.8547	710278	0.6196	1.6139	944.1443	1161.7919	13824	197.2831	114.0089	178	173.0462	2727241	0.7087	1.4109	945.2836	1136.0854	158	173.0462	11727
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1786	1757.4513	225.7537	1745	61.4003	3138808	0.5978	1.6727	1217.2581	1395.0935	7111	664.2348	693.6174	217	133.5215	4723374	0.5609	1.783	1213.6913	1380.7531	184	133.5215	5332	1786	321.4535	64.5532	320	61.4003	574116	0.5978	1.6727	1217.2581	1395.0935	7111	370.4181	75.4844	368	133.5215	2634043	0.5609	1.783	1213.6913	1380.7531	384	133.5215	5332
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1879	2063.9947	329.0985	2051	65	3878246	0.5905	1.6934	1025.9407	1481.2291	9711	589.4288	771.6227	169	146.0548	5723943	0.6921	1.4449	1004.4154	1501.0067	613	146.0548	1023	1879	341.4284	53.4378	342	65	641544	0.5905	1.6934	1025.9407	1481.2291	9711	230.038	102.3053	237	146.0548	2233899	0.6921	1.4449	1004.4154	1501.0067	219	146.0548	7243
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2132	1628.1679	247.6015	1610	64.0312	3471254	0.6727	1.4865	1081.856	1753.9221	13531	432.8552	562.6967	151	226.9207	5856964	0.4451	2.2467	1063.7447	1759.4512	653	226.9207	1281	2132	343.0394	71.8125	346	64.0312	731360	0.6727	1.4865	1081.856	1753.9221	13531	220.7722	92.4749	214	226.9207	2987268	0.4451	2.2467	1063.7447	1759.4512	199	226.9207	11199
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2185	1644.2558	220.2043	1661	62.0081	3592699	0.7327	1.3647	1038.316	1872.4195	14316	421.1853	562.0539	143	194	6029689	0.7139	1.4008	1023.6931	1863.7045	675	194	1244	2185	266.9387	58.9839	266	62.0081	583261	0.7327	1.3647	1038.316	1872.4195	14316	166.6384	82.044	159	194	2385596	0.7139	1.4008	1023.6931	1863.7045	148	194	11628
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1958	2346.478	386.0156	2337	57.7062	4594404	0.8022	1.2466	1284.9198	883.3381	8870	708.688	936.4199	169	126.8227	6286063	0.7826	1.2778	1281.4071	871.1453	402	126.8227	703	1958	381.0807	93.9012	378	57.7062	746156	0.8022	1.2466	1284.9198	883.3381	8870	205.1113	119.4271	172	126.8227	1819337	0.7826	1.2778	1281.4071	871.1453	145	126.8227	6906
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1893	2691.3518	547.7172	2659	55.4437	5094729	0.8166	1.2245	1215.8143	764.9939	11485	619.0481	984.626	149	164.1036	7109767	0.7121	1.4043	1228.4576	762.1542	365	164.1036	811	1893	426.196	105.1228	422	55.4437	806789	0.8166	1.2245	1215.8143	764.9939	11485	171.4019	133.9834	130	164.1036	1968551	0.7121	1.4043	1228.4576	762.1542	116	164.1036	9269
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2207	3365.8237	520.6693	3387	68.884	7428373	0.5923	1.6883	1341.0039	522.1076	18143	580.7546	1084.9922	143	200.2623	10536630	0.7071	1.4142	1331.0776	521.1884	373	200.2623	1018	2207	323.9873	79.6024	316	68.884	715040	0.5923	1.6883	1341.0039	522.1076	18143	106.8899	108.6434	85	200.2623	1939303	0.7071	1.4142	1331.0776	521.1884	107	200.2623	9794
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2366	1927.1196	308.907	1894	62.514	4559565	0.7638	1.3093	1152.1272	248.4582	9281	680.1827	787.2146	179	140.5276	6312776	0.7557	1.3232	1146.9997	249.8935	159	140.5276	6920	2366	236.4277	68.1931	231	62.514	559388	0.7638	1.3093	1152.1272	248.4582	9281	149.2126	75.5686	134	140.5276	1384842	0.7557	1.3232	1146.9997	249.8935	115	140.5276	6858
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2077	2202.4921	355.2444	2169	53.7587	4574576	0.9767	1.0238	1107.345	144.149	6281	949.4986	957.8549	255	104.2161	5963801	0.9587	1.0431	1112.8445	151.1292	181	104.2161	4207	2077	218.7029	76.2566	211	53.7587	454246	0.9767	1.0238	1107.345	144.149	6281	158.8893	75.8236	151	104.2161	997984	0.9587	1.0431	1112.8445	151.1292	127	104.2161	4174
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2134	2162.7755	383.2142	2156	60.7454	4615363	0.7361	1.3586	971.9625	860.9147	7875	774.8286	924.8379	166	124.6315	6101775	0.8134	1.2295	967.8925	850.2648	148	124.6315	5747	2134	316.8369	87.382	311	60.7454	676130	0.7361	1.3586	971.9625	860.9147	7875	197.1778	104.0905	177	124.6315	1552775	0.8134	1.2295	967.8925	850.2648	146	124.6315	5736
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1929	2586.3007	344.2749	2584	58.1808	4988974	0.7406	1.3503	1057.6301	1031.8857	16647	451.5982	812.9365	129	192.6266	7517756	0.6851	1.4596	1051.091	1052.461	433	192.6266	799	1929	466.999	98.8616	470	58.1808	900841	0.7406	1.3503	1057.6301	1031.8857	16647	155.5463	139.4203	117	192.6266	2589380	0.6851	1.4596	1051.091	1052.461	113	192.6266	12898
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1717	1716.318	342.2819	1681	58.6003	2946918	0.6432	1.5548	1108.56	921.4977	6470	646.7196	720.5777	170	115.8836	4184276	0.7753	1.2898	1111.0994	926.9742	151	115.8836	4761	1717	280.0565	76.3278	273	58.6003	480857	0.6432	1.5548	1108.56	921.4977	6470	172.9623	95.7555	160	115.8836	1119066	0.7753	1.2898	1111.0994	926.9742	137	115.8836	4370
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1579	1941.1856	355.4348	1901	58.5235	3065132	0.5942	1.6828	1168.6488	864.5456	5880	723.0648	820.3368	176	113.6002	4251621	0.6535	1.5303	1177.0046	855.0194	409	113.6002	612	1579	267.0431	70.9854	259	58.5235	421661	0.5942	1.6828	1168.6488	864.5456	5880	178.9583	82.4297	167	113.6002	1052275	0.6535	1.5303	1177.0046	855.0194	142	113.6002	4306
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1714	2119.318	390.0935	2088	50.448	3632511	0.9291	1.0763	1078.1529	722.8798	7118	707.4163	874.0411	171	123.2234	5035389	0.9714	1.0295	1073.2596	715.4593	393	123.2234	703	1714	536.6231	110.901	538	50.448	919772	0.9291	1.0763	1078.1529	722.8798	7118	290.6897	170.0496	242	123.2234	2069129	0.9714	1.0295	1073.2596	715.4593	202	123.2234	5410
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1608	2041.033	351.1728	2019	50.6952	3281981	0.8245	1.2129	1131.8022	769.5964	5491	814.4626	883.6992	195	100.2247	4472214	0.8514	1.1745	1132.4394	774.6415	165	100.2247	3888	1608	294.671	76.3713	290	50.6952	473831	0.8245	1.2129	1131.8022	769.5964	5491	207.8	86.8926	193	100.2247	1141030	0.8514	1.1745	1132.4394	774.6415	163	100.2247	3888
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1684	2651.1609	410.8984	2614	57.7062	4464555	0.6614	1.512	1192.7678	158.0932	10775	604.3725	933.312	159	142.2392	6512114	0.7673	1.3033	1203.4337	157.3699	459	142.2392	984	1684	394.4596	104.4739	388	57.7062	664270	0.6614	1.512	1192.7678	158.0932	10775	139.842	127.6278	96	142.2392	1506798	0.7673	1.3033	1203.4337	157.3699	91	142.2392	8346
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	4503	1636.2965	292.0556	1664	93.7443	7368243	0.6449	1.5505	1241.9088	1652.0532	20982	519.9063	625.2823	165	266.9476	10908673	0.5039	1.9844	1252.5072	1661.7368	358	266.9476	2755	4503	272.7197	71.1413	266	93.7443	1228057	0.6449	1.5505	1241.9088	1652.0532	20982	277.9248	128.0422	254	266.9476	5831419	0.5039	1.9844	1252.5072	1661.7368	242	266.9476	16480
