Ac+An/Av	ROUND/AR	Fv/FminNucl	Y
0.988009032	0.611211008	4.319351894	0
0.985367638	0.280059272	4.632892618	0
1.001398601	0.273302316	5.650687938	0
0.179507774	0.444622258	4.775602654	0
0.998137501	0.405360667	4.911677936	0
0.99494907	0.423172001	4.873448042	0
0.998843644	0.413686648	5.146202617	0
0.972201271	0.773526825	4.208416254	0
0.997218681	0.379667283	5.729912684	0
0.812867407	0.852289513	5.033167675	0
0.542514112	0.148533549	6.664173139	0
1.000979048	0.189746047	7.786728774	0
1.001244813	0.841067498	3.934454233	0
1.000929368	0.685740311	3.567179466	0
1.000789765	0.493362366	4.603260423	0
0.999694545	0.796038544	4.212243394	0
0.988059962	0.611684655	4.662596008	0
0.994880328	0.913504731	3.94204346	0
1.000456204	0.727420043	3.221448751	0
0.983362269	0.502303494	5.733112366	0
1.00098439	0.314582165	4.590291241	0
0.939347132	0.478995086	5.052454497	0
0.985219126	0.198112788	6.815199215	0
0.964864487	0.50963735	5.505524668	0
0.999323563	0.612458914	3.737720169	0
0.97187636	0.507085381	4.806397658	0
0.661467233	0.5	6.250506694	0
0.99385842	0.571115478	3.712993401	0
0.99522369	0.919087336	2.697410715	0
0.999365079	0.661569744	3.547699307	0
0.890670992	0.469375171	5.80983395	0
0.940803709	0.601100946	3.95504585	0
1.00085034	0.42704045	4.210437812	0
1.000842933	0.943564837	3.626822686	0
1.000910581	0.724904215	3.159770654	0
0.930858469	0.588736285	4.87415898	0
1.00004766	0.253930659	5.55736529	0
1.001265823	0.353672316	3.976971749	0
1.001622586	0.339784319	3.73187587	0
1.001589264	0.662082994	3.722099196	0
1.001294858	0.284198742	4.910035512	0
1.000354736	0.3101643	3.638994574	0
0.995927493	0.531306947	4.764349142	0
1.000732601	0.914777618	3.019656311	0
0.968164794	0.800483135	4.104475915	0
0.95569904	0.347962013	4.111300781	0
0.999483827	0.349048801	4.439581391	0
0.98994212	0.435738333	4.741543338	0
0.64248237	0.653569407	4.897896069	0
0.978113352	0.784114053	4.861409749	0
0.862294208	0.543303604	5.630333015	0
1.000432994	0.337886538	4.442775919	0
0.74429476	0.706624075	6.130275192	0
0.995825243	0.790362731	3.629972231	0
0.995987089	0.974627308	3.624464976	0
1.002835782	0.738932348	2.920815994	0
0.992807002	0.436109093	5.382089255	0
0.89285189	0.930824891	6.547353663	0
0.967954071	0.909949442	4.656306953	0
0.28432938	0.368542463	5.076992532	0
0.998860832	0.483144505	3.667332197	0
1.000398406	0.771764913	3.779821614	0
1.003130707	0.837971439	3.716952989	0
1.002241524	0.813638824	3.60648794	0
1.000633312	0.676840806	3.380947748	0
1.000290951	0.894985809	3.739627595	0
1.000931677	0.420796575	4.2307929	0
1.001283697	0.655306403	3.618510964	0
1.000269324	0.30779473	4.18361789	0
0.933909445	0.63986881	3.905013548	0
0.835035862	0.564622783	4.976297375	0
0.984497101	0.773682822	5.291709138	0
0.996789212	0.435586061	4.412795265	0
1.000626253	0.465774927	4.265654707	0
1.001575423	0.674716609	3.879366684	0
1.001376147	0.534771481	3.762539775	0
1.000786658	0.658202174	3.927538707	0
1.003617454	0.10245495	5.02365367	0
1.000707514	0.923690533	2.820810709	0
1.001563198	0.46649819	3.441118164	0
0.79658139	0.587703159	4.209503506	0
0.984436386	0.42939519	3.757258592	0
0.970959027	0.402575979	4.129418842	0
0.812195505	0.620304009	4.014513999	0
0.850674374	0.278775079	4.683242602	0
0.913197336	0.087729171	5.603896196	0
0.859643218	0.668984132	3.949359681	0
0.96575985	0.465674901	3.180828571	0
0.963219489	0.443150047	4.927985247	0
0.921146204	0.906866013	3.79771377	0
0.950752648	0.888134954	3.668877918	0
0.975788796	0.676840806	4.341621052	0
0.988344988	0.472071453	2.999679068	0
1.003080082	0.703775168	3.365399667	0
1.000877963	0.641569884	3.641602339	0
1.002210759	0.524885894	2.897229481	0
1.002037253	0.676785127	2.75701132	0
1	0.559661854	3.686171162	0
0.999337895	0.640496198	3.849335564	0
1.001177163	0.62807101	2.866460777	0
1.004147657	0.331567431	3.363234992	0
1.001530222	0.347280335	3.30157207	0
1.002908514	0.813565437	2.926115211	0
0.996087426	0.502516481	4.231377729	0
1.000839102	0.444748249	3.739772127	0
1.003521127	0.38252211	2.944999343	0
1.002881844	0.609965636	3.414674349	0
1.003082614	0.482325161	2.779153977	0
1.00133833	0.609068914	3.155048668	0
1.00193564	0.668656472	3.119188941	0
1.002406015	0.618130356	3.15008405	0
1.001494768	0.706421247	2.640813995	0
1.002023121	0.726265553	3.258541129	0
1.000756859	0.780772289	3.2069474	0
1.002453988	0.429123543	3.999567962	0
1.001766784	0.656591848	3.486713291	0
1.000773635	0.613107822	4.27656203	0
1.002011623	0.427945313	3.600799398	0
1.00163332	0.443430778	3.793757502	0
1.000413138	0.64067878	3.519860701	0
1.001801153	0.642067308	2.931794113	0
0.990185387	0.482461624	3.984051401	0
0.999715505	0.803675482	3.217348174	0
1.000888691	0.591524381	3.246400588	0
0.997836122	0.472371134	4.025611052	0
0.971791614	0.578819233	3.438168237	0
0.98860249	0.767034507	3.540134845	0
0.908490086	0.222311283	4.657352195	0
1.001954397	0.679775744	3.435825119	0
1.00121124	0.661299504	3.613961848	0
1.002343567	0.856891604	3.204567879	0
1.004156564	0.40604091	3.364600196	0
1.003492433	0.352368515	3.389567092	0
1.002873563	0.749761884	3.166706399	0
1.001507538	0.412811617	3.747644984	0
1.001676727	0.401978189	3.586094971	0
1.001580403	0.398434541	4.359488001	0
1.002346041	0.644456932	3.586197145	0
1.002356638	0.639190918	3.089203083	0
1.003155819	0.244047031	3.40444212	0
1.003474903	0.454845889	2.903467382	0
1.004374772	0.652556749	3.027334479	0
1.002395783	0.513798294	3.380666508	0
1.003502627	0.622180155	3.095459725	0
1.001497903	0.458460288	3.194555921	0
1.002554278	0.75445149	3.019673623	0
1.0012791	0.640496198	3.023500712	0
1.001305483	0.599581849	3.177236749	0
1.002895194	0.900455494	2.869825135	0
1.001936108	0.465970373	3.758574088	0
1.001269036	0.315600247	3.962065505	0
1.002273301	0.542882405	3.443328939	0
1.002601156	0.557729649	2.893457579	0
1.001078167	0.682111001	2.905259124	0
1.003474903	0.452765442	2.701448387	0
1.003949731	0.435244442	3.16725344	0
1.002269289	0.868592731	2.624925089	0
1.003466872	0.498164879	3.012751567	0
1.001636279	0.389096806	3.629772191	0
0.996725912	0.472971114	4.443970579	0
1.003109101	0.456037277	2.998909294	0
1.002220372	0.471137346	2.996316963	0
1.004327301	0.627148175	2.895472651	0
1.001078749	0.698595787	2.849529383	0
1.001179523	0.879666104	2.763359964	0
1.003455859	0.505546075	3.172462176	0
1.002893758	0.659358506	2.343541659	0
1.001236858	0.698395454	2.846752742	0
1.008559919	0.532020423	2.714046195	0
1.000945477	0.60407275	2.980841205	0
1.003250591	0.732602927	3.084367883	0
1.001520142	0.707604307	3.465016405	0
1.002773156	0.482018884	3.222077284	0
1.001748252	0.719277415	3.155871721	0
1.002832861	0.550994656	3.411483249	0
1.003664122	0.445564382	3.339881446	0
1.006216696	0.45081582	2.778066874	0
1.003458878	0.503263337	2.953132704	0
1.004672897	0.593988439	2.382034114	0
1.004799302	0.556508765	2.962106291	0
1.004365079	0.557297499	2.970753732	0
1.005169443	0.431395731	3.119144736	0
1.007343941	0.84232746	2.184482149	0
1.002752925	0.559386687	2.905495669	0
1.004892736	0.696345127	2.41773609	0
1.005773196	0.277318448	3.365563429	0
1.002979516	0.915239644	2.850145048	0
1.008595989	0.886190342	2.702347457	0
1.003834089	0.606244647	2.333411545	0
1.00659868	0.688096226	2.17116713	0
1.002579536	0.445534642	2.736683353	0
1.00312989	0.425115733	2.730329981	0
1.005269558	0.869626037	2.556530122	0
1.005108055	0.665986617	2.593896384	0
1.003914591	0.452222446	3.121661425	0
1.002609603	0.785359801	2.894967331	0
1.003476246	0.467026584	2.97765084	0
1.002024291	0.597094506	3.012946224	0
1.003660769	0.641438411	3.019892554	0
1.004822446	0.288800516	3.831716085	0
1.004149378	0.573094103	2.814458754	0
1.004740941	0.749458921	2.747746461	0
1.002458513	0.260084655	4.686460095	0
1.002991325	0.636951317	3.588855793	0
1.002807018	0.76878562	3.564773002	0
1.001522843	0.582010986	3.30388426	0
1.001703578	0.404132231	3.181633272	0
1.004036909	0.492804493	3.891637882	0
1.001678791	0.590395697	3.575148427	0
1.001975727	0.899203489	2.772892888	0
1.001053186	0.532734837	3.80531719	0
1.002154012	0.398661447	3.555564951	0
1.001732673	0.587414731	3.846308436	0
1.002276176	0.572444579	2.876480615	0
1.002964161	0.261623446	3.547836963	0
1.004222379	0.807837498	3.116187668	0
1.003745318	0.685600729	2.881631642	0
1.002095338	0.80567274	2.832214502	0
1.001519295	0.515399526	3.102611781	0
1.001718213	0.706911048	2.923038916	0
1.001011122	0.62235721	2.812045778	0
1.000907647	0.806466098	3.037181001	0
1.003992016	0.838139705	2.667550255	0
1.002211778	0.749458921	2.988572688	0
1.002316826	0.705299404	3.366517618	0
1.004763525	0.282713883	3.354006541	0
0.193102605	0.811784845	4.897761089	0
0.854910714	0.510972907	4.796709268	0
0.786228482	0.651545726	4.436278486	0
0.792853963	0.661758724	3.586640654	0
0.840858292	0.369076549	4.984688851	0
0.984656241	0.436537826	4.291545292	0
0.952396426	0.806628346	3.592979239	0
0.996204069	0.80904839	4.076133318	0
1.001294778	0.335127938	3.966313237	0
1.000180832	0.413216765	3.986671378	0
1.001374004	0.450469799	3.864802843	0
1.004264392	0.523923272	3.429578677	0
1.00292933	0.324991449	3.2159654	0
1.002477701	0.26657373	4.524877981	0
1.000497389	0.314582165	3.502849851	0
1.002755664	0.331873956	3.482114249	0
0.99822294	0.691757465	3.144170353	0
0.963278689	0.809609502	2.979053309	0
0.991400069	0.849912418	3.855587252	0
1	0.474579774	4.306385283	0
1.003625378	0.383139391	3.998944879	0
0.998810468	0.813401876	3.221913209	0
1.001588022	0.766879762	3.355106684	0
1.003306282	0.571396175	3.636148214	0
1.000945626	0.659035558	3.736723552	0
1.004661017	0.620608161	3.029970566	0
1.001331558	0.478420252	4.079372577	0
1.002587694	0.390242379	3.598036823	0
0.991532977	0.651093359	3.27645367	0
0.996962465	0.369544073	3.450100034	0
0.937955737	0.864274426	3.994951744	0
0.863742538	0.193325712	5.857897181	0
0.982829414	0.875900796	3.328867663	0
0.919584955	0.781471004	3.748854251	0
0.978415439	0.380567551	3.794809845	0
1.000329327	0.508521714	3.48830289	0
1.002385212	0.473340213	3.245280286	0
0.997981837	0.932406334	3.34958914	0
0.947621593	0.526930894	4.192728479	0
1.002090957	0.879054941	3.547726129	0
0.969787458	0.781943585	3.298048724	0
